zip,lat,lng
42389,51.2750473,7.248769099999999
42399,51.2425128,7.2836846
42477,51.20943889999999,7.3720815
42489,51.28792139999999,7.0382833
42499,51.1490386,7.3293896
42549,51.3309978,7.0224783
42551,51.3501692,7.0540533
42553,51.3158524,7.098790699999999
42555,51.3517649,7.114656600000001
42579,51.3237681,6.9672791
42651,51.1705488,7.0922604
42653,51.201055,7.0828745
42655,51.1684016,7.057952599999999
42657,51.1531315,7.0647863
42659,51.14611679999999,7.1220857
42697,51.1540297,6.9912361
42699,51.1421119,7.014782599999999
42719,51.1843821,7.0402385
42781,51.20579910000001,7.0042465
42799,51.10792679999999,7.059227
42853,51.1832986,7.179900900000001
42855,51.19382969999999,7.200955899999999
42857,51.16776050000001,7.1621551
42859,51.16197769999999,7.206046199999999
42897,51.1730117,7.282278799999999
42899,51.21290699999999,7.2325965
42929,51.1030829,7.2240777
44135,51.5126773,7.4749694
44137,51.5081979,7.441617300000001
44139,51.4961111,7.4654343
44141,51.5043716,7.501506399999999
44143,51.5195303,7.5123813
44145,51.5340175,7.492579000000001
44147,51.5270219,7.4365122
44149,51.5070785,7.4176438
44225,51.4761823,7.4465564
44227,51.4646773,7.419828499999999
44229,51.4517574,7.4568942
44263,51.49074510000001,7.5079783
44265,51.46400569999999,7.490747600000001
44267,51.45788080000001,7.526148800000001
44269,51.4918437,7.5319762
44287,51.4873134,7.561229
44289,51.4855875,7.5878666
44309,51.5305901,7.5458916
44319,51.53752679999999,7.602083399999999
44328,51.5427015,7.5220488
44329,51.5730339,7.543860499999999
44339,51.5512261,7.4790381
44357,51.552221,7.3663465
44359,51.56844539999999,7.383803599999999
44369,51.53538940000001,7.409122199999999
44379,51.5096015,7.3777551
44388,51.5017141,7.335137100000001
44532,51.6003281,7.530896500000001
44534,51.62849019999999,7.504544099999999
44536,51.6037535,7.4774771
44575,51.5458031,7.306240900000001
44577,51.532905,7.343384400000001
44579,51.578678,7.287848200000001
44581,51.6002294,7.3239725
44623,51.5389464,7.2251173
44625,51.5279591,7.210458999999998
44627,51.5378828,7.263640299999999
44628,51.55753199999999,7.2451473
44629,51.5491768,7.2092264
44649,51.534021,7.154747599999999
44651,51.515206,7.1599986
44652,51.5247965,7.175943999999999
44653,51.546826,7.1614185
44787,51.4813394,7.2168733
44789,51.4691349,7.222114899999999
44791,51.4886935,7.2474125
44793,51.4787676,7.194331099999999
44795,51.449197,7.195777899999999
44797,51.42436619999999,7.220564699999999
44799,51.452729,7.231304600000001
44801,51.4530679,7.268409899999999
44803,51.474673,7.260592399999999
44805,51.5162564,7.2714747
44807,51.5111295,7.226305199999999
44809,51.4995616,7.199720499999999
44866,51.48282099999999,7.1281215
44867,51.464022,7.1333755
44869,51.4492114,7.159798599999999
44879,51.4284308,7.1544452
44892,51.47053709999999,7.326905
44894,51.49298169999999,7.3058408
45127,51.4556194,7.010454299999999
45128,51.4452228,7.0078317
45130,51.4384291,7.011142
45131,51.4296308,7.0039007
45133,51.4068406,6.9881259
45134,51.41486,7.0303007
45136,51.4356438,7.035560599999999
45138,51.4484381,7.042152799999999
45139,51.4592319,7.0381829
45141,51.4780256,7.032881199999999
45143,51.46279209999999,6.9787572
45144,51.4515852,6.9675727
45145,51.4457967,6.9761637
45147,51.4371895,6.988340399999999
45149,51.4188047,6.964374899999999
45219,51.36685960000001,6.9513739
45239,51.37889879999999,7.0145249
45257,51.3830398,7.0818561
45259,51.4020856,7.067239199999999
45276,51.44644520000001,7.0751759
45277,51.4252611,7.076486699999999
45279,51.4420446,7.1042434
45289,51.4204604,7.112138600000001
45307,51.4636356,7.096337399999999
45309,51.4756346,7.072542599999999
45326,51.4820139,7.010410299999999
45327,51.4988292,7.0381507
45329,51.5108223,7.014328300000001
45355,51.4723607,6.951011599999999
45356,51.4923815,6.9694303
45357,51.48432950000001,6.9272094
45359,51.465929,6.9259698
45468,51.4262774,6.882684599999999
45470,51.4059514,6.9143789
45472,51.4315473,6.9274349
45473,51.441874,6.886547999999999
45475,51.45708579999999,6.8970064
45476,51.44900819999999,6.854898899999999
45478,51.4369709,6.835237100000001
45479,51.3953848,6.8250198
45481,51.3882662,6.8566061
45525,51.3948427,7.186049300000001
45527,51.3828346,7.2097807
45529,51.4050267,7.1393759
45549,51.3436595,7.2465538
45657,51.6164977,7.1895577
45659,51.6381524,7.1816476
45661,51.5740255,7.192057199999999
45663,51.5819787,7.2346403
45665,51.6123927,7.2561046
45699,51.58688,7.1548905
45701,51.6061427,7.0991237
45711,51.6555326,7.3284165
45721,51.7810293,7.1847865
45731,51.62966340000001,7.402965399999998
45739,51.637739,7.257956399999999
45768,51.6558581,7.0645794
45770,51.6862883,7.1738079
45772,51.6895398,7.120501
45879,51.5084358,7.097707
45881,51.5252464,7.0818258
45883,51.5188417,7.0566645
45884,51.4932339,7.0871032
45886,51.4964248,7.1215271
45888,51.51763219999999,7.1202394
45889,51.5364462,7.1149676
45891,51.5596768,7.0805146
45892,51.5684808,7.1097059
45894,51.5829052,7.0460284
45896,51.6109446,7.019461
45897,51.5644796,7.0447171
45899,51.5308428,7.032826399999999
45964,51.575667,6.990365499999999
45966,51.5876645,6.9664828
45968,51.5540454,6.998364
46045,51.4674055,6.8560957
46047,51.4762613,6.885038100000001
46049,51.4689468,6.829739099999999
46117,51.4962954,6.9033979
46119,51.5186688,6.8821559
46145,51.54104599999999,6.8608898
46147,51.5433613,6.8212626
46149,51.5217616,6.8293458
46236,51.5267424,6.9243806
46238,51.5139806,6.9614341
46240,51.547568,6.929575499999999
46242,51.5255053,6.9006057
46244,51.5964063,6.9081701
46282,51.6510004,6.968923299999999
46284,51.6798375,6.928973399999999
46286,51.74895590000001,7.013875899999999
46325,51.8441276,6.8572196
46342,51.8807629,6.938673
46348,51.7696309,6.843366000000001
46354,51.9450666,6.8682266
46359,51.826563,6.9348091
46395,51.8266853,6.587619999999999
46397,51.8446261,6.645786
46399,51.8454749,6.604128299999999
46414,51.8416015,6.699007099999999
46419,51.8331306,6.4641478
46446,51.8455099,6.2430132
46459,51.7853234,6.3765753
46483,51.663334,6.619224699999999
46485,51.6534456,6.653707499999999
46487,51.6802862,6.5529368
46499,51.7288118,6.6315075
46509,51.6652446,6.4424438
46514,51.7069487,6.827912599999999
46519,51.5996924,6.4805701
46535,51.5591279,6.7313988
46537,51.5792147,6.749660800000001
46539,51.58175259999999,6.797176599999999
46562,51.6005212,6.6544111
46569,51.6361917,6.770239399999999
47051,51.4328048,6.7708325
47053,51.4207541,6.7512387
47055,51.3984402,6.7724588
47057,51.4177077,6.803821300000001
47058,51.4392709,6.795755199999999
47059,51.4399036,6.739224699999999
47119,51.4534764,6.7325141
47137,51.4699795,6.7665427
47138,51.4600764,6.800844199999999
47139,51.4758022,6.7112395
47166,51.4935895,6.768954099999999
47167,51.5017063,6.8110409
47169,51.512382,6.7635077
47178,51.5397986,6.699981699999999
47179,51.52635189999999,6.7501943
47198,51.4549865,6.7062152
47199,51.4988831,6.6767794
47226,51.4042577,6.7172779
47228,51.4237748,6.698690000000001
47229,51.39182599999999,6.7042983
47239,51.3948213,6.6518329
47249,51.3860167,6.7594483
47259,51.3543213,6.715193699999999
47269,51.35611189999999,6.775461399999999
47279,51.38652219999999,6.7961943
47441,51.4462817,6.6275504
47443,51.4579872,6.6536425
47445,51.4866216,6.6138604
47447,51.4178535,6.6174545
47475,51.5133491,6.5136635
47495,51.55062119999999,6.6024164
47506,51.4479279,6.5514802
47509,51.4523038,6.472825599999999
47533,51.8091567,6.1280084
47546,51.7574924,6.303336799999999
47551,51.7631112,6.197811199999999
47559,51.7936497,6.018026
47574,51.703086,6.1312129
47589,51.6738215,6.284361199999999
47608,51.5248333,6.3037657
47623,51.5763399,6.2291703
47624,51.5512895,6.203681899999999
47625,51.5679707,6.287001099999999
47626,51.5930063,6.312603699999999
47627,51.6271522,6.2671596
47638,51.4220239,6.2540853
47647,51.456622,6.394248699999999
47652,51.6264583,6.180650399999999
47661,51.5399953,6.4134557
47665,51.6263468,6.3801061
47669,51.3969941,6.3276794
47798,51.3289104,6.5599075
47799,51.3385673,6.5754307
47800,51.3450717,6.6001623
47802,51.3784666,6.5682857
47803,51.34801220000001,6.5478529
47804,51.3175676,6.5274645
47805,51.3181543,6.563990599999999
47807,51.2994268,6.569497200000001
47809,51.3317165,6.6500224
47829,51.3740278,6.646861899999999
47839,51.3869582,6.510621
47877,51.2608122,6.5075709
47906,51.3704929,6.4273577
47918,51.3274683,6.443845199999999
47929,51.3331676,6.339554499999999
48143,51.9630088,7.626755199999999
48145,51.966475,7.6552677
48147,51.9782559,7.637854300000001
48149,51.9623682,7.595598700000001
48151,51.9425363,7.6142282
48153,51.9312052,7.624865099999999
48155,51.94751609999999,7.6603488
48157,52.01594009999999,7.6724351
48159,52.0050893,7.593563899999999
48161,51.9601912,7.5468477
48163,51.8939868,7.583703900000001
48165,51.8943856,7.659392700000001
48167,51.92128839999999,7.7357128
48231,51.9542349,7.9592161
48249,51.8579795,7.3138755
48268,52.0918867,7.652041299999999
48282,52.1749328,7.522652899999999
48291,51.9878803,7.7751002
48301,51.9286432,7.3736495
48308,51.8573969,7.491457100000001
48317,51.7999168,7.7224294
48324,51.8589361,7.7939669
48329,51.9670881,7.438794299999999
48336,52.0113451,8.0590295
48341,52.0281781,7.482778599999999
48346,52.0356487,7.8578218
48351,51.9102302,7.8222339
48356,52.1023837,7.489105700000001
48361,51.922176,8.116246
48366,52.0576719,7.353130599999999
48369,52.188896,7.637348299999998
48429,52.2908515,7.464065000000001
48431,52.27155339999999,7.431114699999999
48432,52.2317604,7.468862000000001
48477,52.2992,7.584440099999999
48485,52.22726189999999,7.3707786
48493,52.2323411,7.2892253
48496,52.4025974,7.6408948
48565,52.1512065,7.3918716
48599,52.1841199,7.028936099999999
48607,52.2066558,7.185959299999999
48612,52.1029861,7.3101494
48619,52.1204646,7.1048718
48624,52.0928401,7.2390639
48629,52.1516491,7.212902799999999
48653,51.9097477,7.163694899999999
48683,52.0790306,7.016540399999999
48691,52.0361066,6.820565299999999
48703,51.9983639,6.9273548
48712,51.9506357,7.008142299999999
48720,52.0031585,7.2016112
48727,51.9948158,7.3364268
48734,51.8314277,7.043756500000001
48739,52.04197449999999,7.0885151
49477,52.2750008,7.7099696
49479,52.2483027,7.7094645
49492,52.31375019999999,7.8728578
49497,52.32871890000001,7.7878608
49504,52.3138428,7.9304875
49509,52.3551575,7.711480000000001
49525,52.16494059999999,7.839039699999999
49536,52.145326,7.9739767
49545,52.2410811,7.8188739
49549,52.1364814,7.7372402
50126,50.9606466,6.6209788
50127,50.9390797,6.6870134
50129,50.9768705,6.703536
50169,50.8754649,6.7381125
50170,50.8780618,6.6014193
50171,50.8530284,6.673858999999999
50181,51.0188788,6.5167885
50189,50.9222572,6.5595738
50226,50.9089383,6.7920994
50259,50.9930323,6.786287799999999
50321,50.82040869999999,6.8753256
50354,50.8631453,6.8596159
50374,50.7948075,6.7774607
50389,50.8142569,6.9787209
50667,50.9386437,6.9538847
50668,50.9485731,6.9629492
50670,50.9497351,6.943474399999999
50672,50.9435762,6.9370026
50674,50.9346454,6.9331365
50676,50.9320995,6.953899799999999
50677,50.9200408,6.9533042
50678,50.9235887,6.964945699999999
50679,50.934707,6.9759562
50733,50.96482710000001,6.9538234
50735,50.9767582,6.973287099999999
50737,50.9894083,6.9368694
50739,50.9770824,6.923917599999999
50765,51.0242454,6.879553
50767,50.9984287,6.8769987
50769,51.0560173,6.874194399999999
50823,50.9508935,6.9240043
50825,50.9516638,6.911026799999999
50827,50.9710715,6.8927833
50829,50.9829287,6.8693678
50858,50.9210017,6.854136
50859,50.9534818,6.8358142
50931,50.9302584,6.9188847
50933,50.94010859999999,6.8851368
50935,50.9210958,6.8968829
50937,50.9096296,6.9137713
50939,50.90997729999999,6.9283822
50968,50.9037692,6.968224999999999
50969,50.9080883,6.9396948
50996,50.8815995,6.9889986
50997,50.8585477,6.9372374
50999,50.8800407,7.0149269
51061,50.9958446,7.0044716
51063,50.974418,7.012290999999999
51065,50.9561644,7.011000999999999
51067,50.9649145,7.039602299999999
51069,50.9927042,7.0565351
51103,50.9402993,7.0136077
51105,50.9228362,6.9993352
51107,50.91733809999999,7.0902515
51109,50.93875,7.082491399999999
51143,50.8578708,7.0356669
51145,50.881777,7.0822261
51147,50.8681948,7.123898499999999
51149,50.9093945,7.0486698
51371,51.0624986,6.9418571
51373,51.02838759999999,6.986211300000001
51375,51.0347944,7.053959400000001
51377,51.0546646,7.072237899999999
51379,51.0697197,6.9965788
51381,51.077701,7.0383204
51399,51.077714,7.124521
51427,50.95699639999999,7.1267771
51429,50.968061,7.2024025
51465,50.9966653,7.1634118
51467,51.0139761,7.079237399999999
51469,50.987157,7.104717099999999
51491,50.94094699999999,7.301358399999999
51503,50.9062084,7.186445699999999
51515,51.0489965,7.249921199999999
51519,51.0424968,7.1084426
51545,50.85912889999999,7.5981332
51570,50.7880324,7.565531900000001
51580,50.9491612,7.662744
51588,50.905378,7.530899
51597,50.872813,7.708383
51643,51.0251286,7.5433
51645,50.98946979999999,7.526984100000001
51647,51.0462082,7.6225495
51674,50.9482553,7.5158602
51688,51.10272819999999,7.397240999999999
51702,51.022137,7.6694615
51709,51.07197439999999,7.5493127
51766,50.9755735,7.4167285
51789,51.02179899999999,7.349167299999999
52062,50.7780476,6.0887682
52064,50.7680669,6.080150000000001
52066,50.7533438,6.1123901
52068,50.7794144,6.1339006
52070,50.7959332,6.0958906
52072,50.8247238,6.0440697
52074,50.7779566,6.040409899999999
52076,50.7149258,6.1490776
52078,50.7506567,6.1633895
52080,50.7925769,6.159716299999999
52134,50.8840217,6.1086614
52146,50.8193814,6.1462316
52152,50.6120728,6.3194228
52156,50.5326163,6.250148900000001
52159,50.6460356,6.2003238
52222,50.78027909999999,6.2237174
52223,50.7479452,6.214423399999999
52224,50.7287236,6.2811789
52249,50.8235705,6.2636408
52349,50.804453,6.4701808
52351,50.7943983,6.5101019
52353,50.82889780000001,6.4530802
52355,50.7821519,6.4487859
52372,50.7380994,6.4905127
52379,50.8070027,6.3766007
52382,50.8948919,6.487902999999999
52385,50.676347,6.4761942
52388,50.81326929999999,6.6382717
52391,50.752926,6.5979265
52393,50.70257369999999,6.3786897
52396,50.6343729,6.4583081
52399,50.8312436,6.5258275
52428,50.9418933,6.394430799999999
52441,50.979203,6.2856124
52445,51.0055724,6.426986899999999
52457,50.8965203,6.2670273
52459,50.84660909999999,6.3578351
52477,50.86482,6.1756589
52499,50.9212978,6.1946473
52511,50.96672179999999,6.1267754
52525,51.04119379999999,6.104102
52531,50.9253588,6.1177073
52538,51.0161092,5.981771300000001
53111,50.7419457,7.0950367
53113,50.71941589999999,7.1221114
53115,50.7213888,7.089817099999999
53117,50.7589425,7.0730966
53119,50.74391139999999,7.0627318
53121,50.73363089999999,7.060132899999999
53123,50.7138566,7.042035299999999
53125,50.6625196,7.0716236
53127,50.6980735,7.0871788
53129,50.7074591,7.1093481
53173,50.6894605,7.167453899999999
53175,50.6949151,7.1388159
53177,50.6743763,7.13357
53179,50.6600271,7.1834096
53225,50.7589505,7.115776299999999
53227,50.7225704,7.1557344
53229,50.74549409999999,7.1648955
53332,50.7730884,6.9684402
53340,50.6190568,7.0149256
53343,50.6198949,7.0869865
53347,50.7082905,7.004626
53359,50.607138,6.953247
53604,50.6497767,7.278090300000001
53639,50.692446,7.2629186
53721,50.80004539999999,7.2118403
53757,50.7589143,7.201223300000001
53773,50.76354019999999,7.294612400000001
53783,50.7647691,7.4401363
53797,50.8601727,7.2538128
53804,50.8931596,7.394836199999999
53809,50.8281024,7.4305514
53819,50.8552827,7.331858599999999
53840,50.8190807,7.157454899999999
53842,50.844413,7.170546499999999
53844,50.7858479,7.102913099999999
53859,50.80957679999999,7.0563538
53879,50.6533185,6.788765199999999
53881,50.6352801,6.8299259
53894,50.5950421,6.6254941
53902,50.5326569,6.8049149
53909,50.6772512,6.6449966
53913,50.6923636,6.9222034
53919,50.7395791,6.8293338
53925,50.52679860000001,6.5448019
53937,50.5625794,6.462810999999999
53940,50.439471,6.4344607
53945,50.4130038,6.7376022
53947,50.4990435,6.6673756
53949,50.3863587,6.5464093
57072,50.8803723,7.984455400000001
57074,50.87492959999999,8.0633292
57076,50.8982059,8.0298034
57078,50.91679269999999,7.988192000000001
57080,50.8309969,8.0171526
57223,50.9803101,7.9795468
57234,50.8348814,8.112063599999999
57250,50.9133272,8.188759000000001
57258,50.9016203,7.9034589
57271,50.9917621,8.1174394
57290,50.78995,8.0053567
57299,50.741672,8.098353099999999
57319,51.066498,8.3966362
57334,50.9431339,8.3594859
57339,50.9891361,8.2545307
57368,51.1302557,8.0902631
57392,51.1790374,8.2945396
57399,51.0478203,8.0663235
57413,51.20890379999999,8.0182899
57439,51.1035104,7.866654599999999
57462,51.0492854,7.891666499999999
57482,50.9669001,7.868350400000001
57489,51.03577,7.7804217
58089,51.37911520000001,7.437417099999999
58091,51.342288,7.486979099999999
58093,51.3852473,7.5064901
58095,51.3586435,7.468980600000001
58097,51.3737728,7.4797898
58099,51.3981699,7.4694954
58119,51.3442574,7.569582700000001
58135,51.3376396,7.426324600000001
58239,51.4289295,7.565631499999999
58256,51.2732165,7.362174
58285,51.3370571,7.3522193
58300,51.3785418,7.3632022
58313,51.416693,7.427248199999998
58332,51.2829475,7.291009299999999
58339,51.2665091,7.467771099999999
58452,51.4177772,7.3264627
58453,51.4360422,7.3717166
58454,51.4509553,7.395169999999999
58455,51.4406856,7.3089317
58456,51.399497,7.2812919
58507,51.2274763,7.6351109
58509,51.2188551,7.604898599999999
58511,51.21788530000001,7.6495294
58513,51.2264872,7.678827699999999
58515,51.192474,7.635820699999999
58540,51.1140959,7.7082643
58553,51.1803587,7.498275100000001
58566,51.1339188,7.566130100000001
58579,51.2596963,7.5734973
58636,51.38115440000001,7.716816899999999
58638,51.3833068,7.684607000000001
58640,51.421991,7.67204
58642,51.3656583,7.610033499999999
58644,51.3580473,7.6814401
58675,51.3734917,7.7669715
58706,51.4300527,7.789601599999998
58708,51.449009,7.822114699999999
58710,51.4057535,7.837095499999999
58730,51.501482,7.748431
58739,51.499084,7.863498700000001
58762,51.2752109,7.658575000000001
58769,51.3119731,7.6194494
58791,51.24751930000001,7.7588258
58802,51.3249474,7.861748100000001
58809,51.2835618,7.850045400000001
58840,51.2197462,7.8590561
58849,51.1855036,7.7415401
59063,51.6679119,7.8327364
59065,51.6905221,7.8117261
59067,51.66302220000001,7.7868698
59069,51.6207822,7.8638754
59071,51.6813704,7.908525399999999
59073,51.7082999,7.833335399999999
59075,51.71298789999999,7.752975099999999
59077,51.6505301,7.7355149
59174,51.5916471,7.6645865
59192,51.6159437,7.616799500000001
59199,51.5845809,7.7716829
59227,51.7891354,7.8843043
59229,51.7438219,7.926383899999999
59269,51.7667636,8.0569581
59302,51.8009056,8.1774995
59320,51.8538375,8.0270417
59329,51.7100576,8.2611324
59348,51.76770399999999,7.3990214
59368,51.6705945,7.5909062
59379,51.6774905,7.483776400000001
59387,51.7956602,7.625261299999999
59394,51.7252857,7.564927299999999
59399,51.7163944,7.3717253
59423,51.5314134,7.695548499999999
59425,51.5521918,7.7013158
59427,51.53842849999999,7.6481486
59439,51.48774239999999,7.635929799999999
59457,51.5548237,7.899810899999999
59469,51.5078471,7.9683377
59494,51.56273119999999,8.0937324
59505,51.57786919999999,8.1805455
59510,51.6797982,8.0867078
59514,51.6116713,7.9982395
59519,51.47602999999999,8.123169899999999
59555,51.6800523,8.3456644
59556,51.7130927,8.3330167
59557,51.6560952,8.3485737
59558,51.6923675,8.376768199999999
59581,51.4534047,8.2945758
59590,51.6530133,8.4651976
59597,51.6117813,8.300745899999999
59602,51.528562,8.4272375
59609,51.5476187,8.3090555
59755,51.4522286,7.972033
59757,51.4248978,7.9445473
59759,51.4363328,8.009164199999999
59821,51.3743121,8.066182099999999
59823,51.41812609999999,8.045328099999999
59846,51.3064714,7.9785738
59872,51.3292568,8.2575415
59889,51.2503677,8.1796804
59909,51.3516663,8.387337
59929,51.4113167,8.5841108
59939,51.3099808,8.5253748
59955,51.2274391,8.5000619
59964,51.21560789999999,8.6606583
59969,51.11265290000001,8.6196383
